Source | Destination | Message Type | Message Length | TimeStamp
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:45.155933
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:45.329765
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:45.330742
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:45.357109
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:45.358086
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:45.531449
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:45.531449
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:45.558794
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:45.558794
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:45.732944
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:45.732944
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:45.760266
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:45.760266
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:45.934099
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:45.934099
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:45.960466
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:45.960466
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:46.135747
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:46.135747
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:46.162115
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:46.162115
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:46.337503
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:46.337503
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:46.363104
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:46.363104
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:46.539403
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:46.539403
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:46.564794
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:46.564794
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:46.740579
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:46.740579
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:46.765971
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:46.765971
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:46.941757
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:46.941757
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:46.967160
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:46.967160
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:47.143230
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:47.143230
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:47.168851
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:47.168851
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:47.344367
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:47.344367
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:47.370032
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:47.370032
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:47.545913
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:47.545913
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:47.571304
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:47.572281
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:47.747117
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:47.747117
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:47.773060
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:47.774036
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:47.948205
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:47.948205
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:47.974077
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:47.974077
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:48.149638
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:48.149638
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:48.175535
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:48.175535
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:48.350852
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:48.350852
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:48.376749
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:48.376749
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:48.552794
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:48.552794
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:48.578185
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:48.578185
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:48.753972
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:48.753972
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:48.779364
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:48.779364
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:48.955149
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:48.955149
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:48.980541
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:48.980541
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:49.156327
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:49.156327
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:49.181718
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:49.181718
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:49.357503
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:49.357503
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:49.382894
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:49.382894
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:49.558681
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:49.558681
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:49.584073
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:49.584073
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:49.760365
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:49.761342
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:49.785289
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:49.785289
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:49.962052
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:49.962052
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:49.987025
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:49.987025
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:50.163788
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:50.163788
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:50.188202
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:50.188202
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:50.364965
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:50.364965
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:50.389380
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:50.389380
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:50.566646
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:50.566646
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:50.590592
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:50.590592
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:50.767860
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:50.767860
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:50.791802
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:50.792779
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:50.969070
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:50.969070
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:50.993015
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:50.993015
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:51.170282
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:51.170282
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:51.194696
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:51.194696
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:51.371458
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:51.371458
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:51.395874
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:51.395874
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:51.572636
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:51.572636
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:51.597051
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:51.597051
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:51.773814
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:51.773814
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:51.798228
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:51.798228
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:51.974991
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:51.974991
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:51.999406
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:51.999406
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:52.176168
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:52.176168
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:52.201175
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:52.201175
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:52.378018
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:52.378018
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:52.401457
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:52.401457
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:52.579197
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:52.580173
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:52.602634
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:52.602634
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:52.780373
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:52.780373
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:52.803812
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:52.803812
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:52.981945
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:52.981945
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:53.005383
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:53.005383
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:53.183440
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:53.183440
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:53.207258
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:53.207258
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:53.385258
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:53.385258
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:53.408696
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:53.408696
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:53.586238
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:53.586238
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:53.609795
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:53.609795
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:53.788163
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:53.788163
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:53.811629
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:53.811629
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:53.989982
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:53.989982
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:54.013250
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:54.013250
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:54.191380
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:54.191380
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:54.214819
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:54.214819
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:54.392820
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:54.392820
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:54.416258
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:54.416258
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:54.594568
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:54.594568
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:54.618007
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:54.618007
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:54.796396
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:54.796396
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:54.819823
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:54.819823
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:54.997586
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:54.997586
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:55.021024
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:55.021024
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:55.199333
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:55.199333
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:55.222771
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:55.222771
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:55.400565
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:55.400565
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:55.423149
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:55.423149
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:55.602450
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:55.602450
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:55.624161
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:55.624161
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:55.803436
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:55.803436
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:55.824233
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:55.824233
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:56.004866
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:56.004866
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:56.025374
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:56.025374
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:56.205350
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:56.205350
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:56.226835
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:56.226835
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:56.406568
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:56.406568
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:56.428056
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:56.428056
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:56.607829
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:56.607829
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:56.628338
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:56.628338
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:56.808572
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:56.808572
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:56.828343
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:56.828343
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:57.009589
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:57.009589
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:57.030099
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:57.030099
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:57.210014
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:57.210014
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:57.231499
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:57.231499
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:57.410720
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:57.410720
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:57.433181
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:57.433181
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:57.611785
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:57.611785
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:57.633934
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:57.633934
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:57.813399
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:57.813399
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:57.835861
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:57.835861
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:58.014554
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:58.014554
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:58.037015
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:58.037015
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:58.216374
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:58.216374
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:58.238836
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:58.238836
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:58.418057
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:58.418057
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:58.440518
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:58.441495
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:58.619265
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:58.619265
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:58.641726
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:58.642703
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:58.821050
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:58.821050
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:58.843512
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:58.844489
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:59.022228
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:59.022228
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:59.044690
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:59.044690
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:59.223405
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:59.223405
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:59.245867
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:59.245867
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:59.424563
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:59.424563
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:59.447025
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:59.447025
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:59.625576
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:59.626551
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:59.648036
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:59.648036
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:59.827293
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:59.827293
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:59.849755
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:59.849755
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:00.028470
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:00.028470
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:00.050931
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:00.050931
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:00.229647
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:00.229647
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:00.252109
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:00.252109
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:00.430824
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:00.430824
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:00.453286
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:00.453286
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:00.632003
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:00.632003
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:00.654464
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:00.654464
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:00.833179
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:00.833179
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:00.855641
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:00.855641
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:01.034361
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:01.034361
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:01.056823
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:01.056823
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:01.235538
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:01.235538
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:01.258000
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:01.258000
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:01.436810
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:01.436810
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:01.459272
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:01.459272
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:01.638334
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:01.638334
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:01.660797
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:01.660797
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:01.839512
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:01.839512
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:01.861974
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:01.861974
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:02.040689
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:02.040689
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:02.063151
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:02.063151
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:02.241867
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:02.242844
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:02.264328
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:02.264328
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:02.443044
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:02.443044
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:02.465506
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:02.465506
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:02.644221
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:02.644221
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:02.666683
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:02.666683
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:02.845398
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:02.845398
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:02.867860
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:02.867860
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:03.046576
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:03.047553
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:03.069038
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:03.070014
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:03.247674
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:03.247674
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:03.270372
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:03.270372
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:03.448869
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:03.448869
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:03.471569
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:03.471569
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:03.649906
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:03.649906
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:03.672740
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:03.672740
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:03.850885
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:03.850885
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:03.874324
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:03.874324
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:04.052208
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:04.052208
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:04.075908
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:04.075908
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:04.254067
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:04.254067
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:04.277504
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:04.277504
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:04.455055
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:04.455055
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:04.478557
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:19:04.478557
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:19:04.656399
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:19:04.656399
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:19:04.679959
